BALANCE,PURCHASES,PURCHASES_FREQUENCY,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,PURCHASES_TRX,CASH_ADVANCE,CREDIT_LIMIT,PAYMENTS,Cluster,t-SNE 1,t-SNE 2,t-SNE 3
793.713659,1307.0,0.166667,1307.0,0.0,1,0.0,3000.0,1533.10785,Normal_1,-5.0506206,-2.046258,3.8958466
100.904785,1281.44,1.0,1202.44,79.0,31,0.0,12000.0,1271.161266,Normal_1,10.394965,-2.570772,6.2281823
140.741786,1547.68,1.0,1459.59,88.09,27,0.0,7500.0,1157.317558,Normal_1,8.023365,-5.041436,3.0321345
1981.929376,145.8,0.833333,0.0,145.8,10,0.0,6000.0,2803.926679,Normal_1,5.771596,-9.011701,2.2882848
975.946428,1572.42,1.0,783.03,789.39,34,1910.395479,1700.0,4024.595117,Normal_3,7.2585006,-1.6501825,-7.0415945
2807.729258,0.0,0.0,0.0,0.0,0,109.708511,3000.0,616.424424,Normal_2,-9.427825,10.148205,-9.055805
2613.123168,0.0,0.0,0.0,0.0,0,609.316112,3000.0,592.143167,Normal_3,-9.90896,10.983681,-6.7233963
6.576315,74.49,0.25,0.0,74.49,3,0.0,4000.0,45.19561,Normal_2,-3.8280382,-7.202921,11.0288105
778.475416,353.52,0.666667,158.0,195.52,10,1183.478018,1500.0,219.322142,Normal_2,-4.418611,-3.3310456,-8.090013
131.459201,705.84,0.916667,0.0,705.84,11,0.0,13500.0,669.589,Normal_1,10.6545925,-3.8041713,8.175559
1764.520491,100.0,0.083333,100.0,0.0,1,440.715034,3000.0,3815.758864,Normal_3,-3.04219,6.929841,5.825172
2769.640442,738.06,0.5,738.06,0.0,8,1273.269924,4500.0,740.45306,Normal_3,-8.321689,0.3325792,-9.206981
0.0,88.62,0.583333,0.0,88.62,7,0.0,3500.0,58.761299,Normal_2,-0.13642725,-12.29204,8.501949
774.709467,462.0,1.0,0.0,462.0,24,864.137815,6000.0,703.328852,Normal_2,9.409429,-9.268774,1.2693971
4533.066139,0.0,0.0,0.0,0.0,0,256.722556,8000.0,1588.74192,Normal_3,-0.4968998,10.316006,-3.7066083
3044.194951,934.21,0.75,112.0,822.21,38,75.711826,3000.0,1268.702405,Normal_1,7.6737056,-3.9317381,-9.484951
1101.085631,0.0,0.0,0.0,0.0,0,164.836712,1200.0,270.956427,Normal_2,-19.980051,5.019605,2.3878155
18.218714,89.0,0.083333,0.0,89.0,1,0.0,4000.0,1095.921001,Normal_2,-5.877897,-2.0540645,11.197969
7.472301,80.0,0.166667,0.0,80.0,2,0.0,3000.0,168.885534,Normal_2,-8.684656,-6.080617,9.657196
1258.079397,1242.46,1.0,778.61,463.85,33,1145.724422,4500.0,3169.465442,Normal_1,7.467329,-5.2578893,-1.2042816
497.787017,114.54,0.083333,114.54,0.0,1,1573.646488,1000.0,2060.33172,Normal_3,-7.5108175,9.029114,9.44005
843.357393,45.0,0.083333,45.0,0.0,1,0.0,2000.0,304.408605,Normal_2,-12.04646,2.0981104,0.49019453
2945.285382,185.98,0.416667,55.0,130.98,9,0.0,3000.0,1009.97564,Normal_2,-9.582436,-1.4574203,-8.613686
1209.733106,1298.56,1.0,169.9,1128.66,47,0.0,1200.0,1558.812198,Normal_1,9.98366,-4.9487267,-6.852979
21.664126,271.86,1.0,30.0,241.86,12,0.0,4000.0,263.919053,Normal_2,8.539355,-13.561032,1.2491306
27.832009,366.6,1.0,0.0,366.6,12,0.0,5000.0,364.834065,Normal_2,9.271398,-11.964738,2.278975
1247.384513,405.5,0.5,138.5,267.0,12,0.0,6500.0,1131.607754,Normal_1,1.4143178,5.153368,-0.4113218
1052.127315,354.48,1.0,0.0,354.48,12,0.0,1000.0,571.417096,Normal_2,2.9031765,-9.2765,-11.37882
110.400892,486.72,1.0,0.0,486.72,12,0.0,1000.0,278.441988,Normal_2,8.191778,-15.843471,-8.526401
3232.346639,0.0,0.0,0.0,0.0,0,172.063782,3500.0,664.715954,Normal_3,-7.542452,10.987028,-8.668428
2332.392373,306.36,0.25,0.0,306.36,3,0.0,7000.0,670.376849,Normal_2,-1.946193,7.108465,-1.1822392
4676.575915,453.64,0.333333,0.0,453.64,4,1984.010422,8000.0,1274.301021,Normal_3,1.4306207,10.113712,-5.6974235
39.477741,325.66,0.333333,325.66,0.0,7,0.0,1000.0,288.039256,Normal_2,-9.977785,-8.388491,2.5362296
8.04034,176.85,0.166667,176.85,0.0,4,0.0,6000.0,266.209837,Normal_2,-0.67911,-3.295248,12.119174
83.004246,726.89,0.833333,482.51,244.38,23,0.0,3000.0,666.292539,Normal_2,3.0216854,-7.551366,-0.34967178
223.818492,1702.42,0.916667,725.0,977.42,12,0.0,7300.0,1913.220366,Normal_1,12.191103,-5.983316,2.6439323
341.379209,426.92,0.416667,426.92,0.0,13,36.144056,3000.0,595.682302,Normal_2,-4.9865794,-7.034029,3.341085
103.393689,0.0,0.0,0.0,0.0,0,1820.800715,3000.0,0.0,Normal_3,-9.315266,11.693918,3.7062771
1033.394656,262.44,0.666667,0.0,262.44,8,888.915071,2000.0,569.731828,Normal_2,-4.3201814,-3.303704,-8.11006
0.0,2600.0,0.083333,2600.0,0.0,1,0.0,6000.0,2437.260081,Normal_1,-0.41168565,-0.3311219,3.9402528
167.35668,288.0,0.083333,288.0,0.0,3,189.705758,6000.0,292.213876,Normal_2,-1.3166987,-2.2399254,12.235027
2650.518784,503.0,0.5,128.0,375.0,6,0.0,3000.0,1229.096798,Normal_2,-9.306359,-2.0910208,-8.945653
0.126562,0.0,0.0,0.0,0.0,0,47.222001,1200.0,119.790593,Normal_2,-14.521057,3.6235173,12.5206585
1.343207,19.08,0.166667,0.0,19.08,2,0.0,7000.0,170.180973,Normal_2,1.0936137,-2.730908,12.599853
1163.790341,517.0,0.272727,517.0,0.0,12,0.0,1200.0,541.21958,Normal_2,-9.356292,-3.000513,-2.3418016
2000.797758,1037.5,0.416667,0.0,1037.5,5,0.0,7500.0,1864.665644,Normal_1,3.660532,1.3435688,5.860978
82.803156,756.68,1.0,597.35,159.33,14,0.0,4000.0,699.109729,Normal_2,6.417023,-12.60087,0.40486193
343.674421,452.07,0.166667,452.07,0.0,3,522.525877,1700.0,51.461732,Normal_2,-10.771531,-2.8804216,4.1207676
417.841508,311.86,0.5,0.0,311.86,7,0.0,3000.0,802.93759,Normal_2,-4.113194,-12.8354025,4.01028
97.917955,824.31,0.916667,0.0,824.31,27,0.0,7500.0,702.365795,Normal_1,11.208295,-7.2926555,2.5291753
6.08697,333.24,1.0,0.0,333.24,12,0.0,1500.0,224.061597,Normal_2,6.56086,-16.823015,-5.9886155
1.600479,513.24,1.0,0.0,513.24,12,0.0,2500.0,363.735397,Normal_2,9.610379,-14.850203,-3.7857838
70.457831,1146.59,0.666667,650.78,495.81,14,0.0,4500.0,904.796957,Normal_1,1.8225266,-7.0331693,1.9360541
1160.206649,1600.0,0.3,1400.0,200.0,5,0.0,2000.0,876.757279,Normal_1,-5.266295,-2.6159706,1.6276813
4060.966003,823.1,0.5,407.0,416.1,13,0.0,11500.0,3347.328701,Normal_1,3.032414,8.345763,-2.7980525
2714.595164,666.1,0.916667,75.0,591.1,18,296.922557,8500.0,2055.474721,Normal_1,5.0019903,4.353874,-3.9517462
1212.812748,397.44,1.0,0.0,397.44,12,0.0,2000.0,1738.449943,Normal_2,4.626239,-9.656359,-9.823374
48.822128,537.51,1.0,0.0,537.51,12,0.0,1000.0,478.875501,Normal_2,9.042909,-15.593134,-8.4424
694.202818,0.0,0.0,0.0,0.0,0,1087.082047,1200.0,1721.925721,Normal_3,-9.145806,8.025843,8.354363
1191.662907,979.92,0.75,849.92,130.0,18,0.0,4350.0,278.328435,Normal_2,3.448688,-7.205342,2.1407275
1552.772103,34.74,0.1,34.74,0.0,1,185.374726,3000.0,3125.652785,Normal_1,-3.2687223,6.702384,5.8162723
705.232653,1902.4,1.0,1669.8,232.6,29,0.0,900.0,1941.959847,Normal_1,5.80255,-3.254499,-2.511825
22.728166,262.5,0.75,0.0,262.5,14,0.0,3500.0,301.677275,Normal_2,2.2637382,-13.123266,6.177761
799.518482,339.96,1.0,0.0,339.96,12,830.316783,1000.0,361.021723,Normal_2,-0.30505633,-5.7452855,-11.341301
2763.049499,1921.85,0.916667,1715.55,206.3,20,0.0,3050.0,1614.5512,Normal_1,3.2334926,-1.412211,-4.0665445
4.383989,96.5,0.5,0.0,96.5,6,0.0,4500.0,217.143643,Normal_2,-0.44161448,-10.623659,9.403942
1728.275923,628.56,1.0,0.0,628.56,24,0.0,6000.0,1217.960916,Normal_1,8.982217,-7.691505,0.1336718
25.414572,262.92,0.916667,262.92,0.0,11,0.0,13000.0,280.367131,Normal_1,9.954829,-3.751224,7.925789
135.037323,270.0,0.272727,0.0,270.0,3,0.0,3300.0,1760.310579,Normal_2,-5.201201,-9.607058,6.693383
41.762859,0.0,0.0,0.0,0.0,0,1125.868686,12000.0,0.0,Normal_3,5.2226706,0.4414258,12.224963
1563.747179,801.46,0.583333,601.46,200.0,17,1029.987801,4000.0,2282.161389,Normal_3,-2.2800856,0.30675155,-4.1090155
1044.273707,1463.84,0.916667,255.0,1208.84,22,262.147162,6700.0,2624.741492,Normal_1,12.606662,-5.7427173,1.7860186
2403.75955,367.16,0.333333,367.16,0.0,8,0.0,2600.0,687.263236,Normal_2,-10.01616,-0.94258577,-7.3347235
1237.673602,0.0,0.0,0.0,0.0,0,1962.749428,2000.0,589.980487,Normal_3,-11.2214,13.78696,2.2375715
283.30016,461.36,0.666667,0.0,461.36,9,0.0,9000.0,526.087388,Normal_1,7.1149187,-6.4076333,8.526315
1226.122189,295.34,0.416667,295.34,0.0,8,0.0,1200.0,439.233552,Normal_2,-8.691516,-4.3808312,-3.7732103
49.416158,590.0,0.583333,350.0,240.0,7,0.0,6000.0,836.812414,Normal_2,2.6599696,-8.130998,8.313735
1621.035373,23.21,0.333333,0.0,23.21,4,0.0,2000.0,500.515114,Normal_2,-10.294449,-2.6995413,-4.9582624
1624.651156,0.0,0.0,0.0,0.0,0,2684.507978,6000.0,894.813551,Normal_3,-4.404497,13.781855,1.4762702
891.620777,0.0,0.0,0.0,0.0,0,159.673475,2000.0,593.110495,Normal_2,-11.913171,6.0673404,1.179298
86.905609,1106.4,1.0,0.0,1106.4,12,440.972634,2500.0,1538.001397,Normal_1,13.571389,-11.150825,-4.2790947
1647.932117,0.0,0.0,0.0,0.0,0,93.690441,1800.0,390.2023,Normal_2,-16.31998,7.875128,-5.6599255
188.424847,1576.35,0.833333,1063.85,512.5,20,0.0,6500.0,1271.233538,Normal_1,6.434906,-4.5782905,3.0043232
1250.885289,892.19,0.416667,363.85,528.34,6,0.0,1800.0,461.638318,Normal_2,-9.06609,-6.049205,-7.149142
3272.586986,1146.57,1.0,991.58,154.99,20,0.0,12000.0,1132.705302,Normal_1,5.628976,5.8195996,-3.2083561
10.703306,0.0,0.0,0.0,0.0,0,575.193978,1000.0,0.0,Normal_2,-14.70322,6.544967,11.517929
1410.753575,588.85,0.583333,399.85,189.0,13,1668.104809,4000.0,409.037304,Normal_3,-6.2944784,0.25499228,-9.07789
96.109401,938.2,1.0,938.2,0.0,12,148.986635,8000.0,3722.654209,Normal_1,5.488979,-8.73367,3.5786498
3414.977831,2219.55,0.916667,1695.03,524.52,33,950.424076,5000.0,732.08134,Normal_1,7.8691916,2.9462793,-3.3760557
92.898327,546.0,0.5,46.0,500.0,7,0.0,6000.0,787.50992,Normal_2,3.1059031,-8.558118,9.443421
2885.068871,0.0,0.0,0.0,0.0,0,255.676579,3000.0,712.676699,Normal_3,-8.995239,10.514983,-8.704287
1915.245632,39.0,0.083333,39.0,0.0,1,92.668977,1950.0,542.919146,Normal_2,-13.315803,3.222152,-4.2295613
104.57287,937.56,0.666667,630.0,307.56,13,0.0,6000.0,870.874657,Normal_1,3.8245685,-6.4132957,5.746455
2257.542109,0.0,0.0,0.0,0.0,0,1082.684755,3000.0,464.716284,Normal_3,-10.599593,11.688826,-3.7530684
75.070011,898.45,0.9,0.0,898.45,11,0.0,4000.0,743.358844,Normal_2,12.470343,-11.949614,-2.2440195
628.384411,887.3,0.25,840.0,47.3,6,279.557918,2000.0,177.708307,Normal_2,-7.5781465,-3.9689968,2.7142546
165.808096,981.19,0.714286,823.39,157.8,16,0.0,9000.0,672.446893,Normal_1,5.4375973,-5.367146,6.9323583
1171.429087,1845.42,0.25,1845.42,0.0,7,0.0,3000.0,3073.603769,Normal_1,-3.5388865,-1.542857,2.5626705
99.912238,730.2,1.0,165.0,565.2,13,0.0,1000.0,463.326909,Normal_2,9.415042,-15.230894,-8.572553
114.295749,109.8,0.75,0.0,109.8,12,0.0,1000.0,115.418223,Normal_2,-4.20413,-15.000255,-3.80626
287.099648,2693.64,0.75,640.5,2053.14,33,0.0,9000.0,2258.647459,Normal_1,15.400584,-4.0062485,0.39753753
23.331936,1194.96,1.0,0.0,1194.96,17,0.0,1600.0,1381.551722,Normal_1,13.546142,-10.528634,-5.5297523
262.723622,2365.07,0.75,2125.07,240.0,26,0.0,9000.0,3095.831769,Normal_1,8.658611,-1.0516524,4.377548
204.584048,0.0,0.0,0.0,0.0,0,628.366944,1600.0,1933.810453,Normal_2,-9.981301,5.263317,8.853012
433.677841,1391.89,0.833333,1088.83,303.06,19,0.0,7000.0,2312.220888,Normal_1,6.4840646,-4.5693746,3.041843
3740.907731,0.0,0.0,0.0,0.0,0,116.632141,4000.0,128.371777,Normal_3,-5.4459558,11.525733,-8.656616
1669.01626,892.3,0.916667,517.3,375.0,14,295.812224,1800.0,1065.80426,Normal_2,3.4665039,-5.994525,-11.470017
117.617134,1081.23,0.916667,100.0,981.23,29,0.0,2100.0,1024.806886,Normal_2,11.460314,-9.713992,-5.8070726
3802.910134,0.0,0.0,0.0,0.0,0,1448.031295,4000.0,915.900602,Normal_3,-5.7091393,13.742483,-6.2605815
43.354029,617.34,0.916667,0.0,617.34,19,0.0,1200.0,564.845244,Normal_2,8.690851,-11.608593,-7.1507535
51.923357,835.31,0.5,250.0,585.31,13,0.0,7000.0,832.140348,Normal_1,3.7904723,-8.179746,9.848615
144.012882,675.53,0.166667,675.53,0.0,2,0.0,4000.0,1945.250404,Normal_1,-3.5005105,-1.9020998,6.2344747
293.803208,380.59,0.166667,332.52,48.07,3,118.972449,10000.0,1172.022584,Normal_1,4.4042873,-1.6005709,11.300779
11.188595,159.84,0.5,0.0,159.84,6,0.0,1000.0,110.860738,Normal_2,-8.1753235,-13.324504,0.49004352
516.814969,276.52,0.25,141.96,134.56,8,584.976769,1500.0,927.381808,Normal_2,-11.377062,-5.271995,0.95493084
1134.122053,288.39,0.416667,0.0,288.39,10,0.0,1400.0,2155.314664,Normal_2,-10.035915,-8.0684805,-2.5765848
1569.88775,741.66,0.416667,309.66,432.0,8,2710.997094,4000.0,3306.369832,Normal_3,-1.8486419,2.6944835,-8.409641
4532.433434,1433.26,0.166667,1433.26,0.0,2,364.852384,7000.0,3039.325393,Normal_1,-1.7584062,3.0944695,-0.25709218
2270.950105,1403.42,0.916667,77.0,1326.42,12,0.0,8500.0,830.130725,Normal_1,5.495854,2.474086,-5.512664
2431.193194,0.0,0.0,0.0,0.0,0,195.932353,4000.0,976.859575,Normal_3,-11.008155,10.164732,-8.901774
2369.91046,916.22,1.0,716.4,199.82,26,0.0,6500.0,795.94344,Normal_1,4.7304344,3.0946696,-2.5661914
193.565763,1821.52,1.0,0.0,1821.52,29,0.0,3000.0,1543.210017,Normal_1,14.588973,-6.0812435,-3.9718342
3013.590493,0.0,0.0,0.0,0.0,0,341.360876,3000.0,750.160714,Normal_3,-8.521207,10.780008,-8.607856
92.406069,0.0,0.0,0.0,0.0,0,683.253783,3500.0,1044.949836,Normal_2,-8.138148,1.6388618,12.23176
154.439292,1047.94,0.75,440.0,607.94,17,0.0,6000.0,1032.089965,Normal_1,5.395034,-8.342824,6.664145
269.911748,1348.44,1.0,1259.44,89.0,44,298.491305,500.0,1258.023851,Normal_2,7.0045133,-3.1816494,-4.5193152
2779.833422,0.0,0.0,0.0,0.0,0,1492.253356,3000.0,1708.484919,Normal_3,-9.19915,13.937424,-5.259166
2288.014844,1753.46,1.0,1753.46,0.0,50,0.0,2500.0,989.999739,Normal_1,5.2035336,-1.0630867,-4.273217
1526.707241,484.47,0.75,0.0,484.47,9,402.906235,1500.0,1086.417545,Normal_2,-5.137667,-8.196667,-7.412501
52.598283,517.83,1.0,0.0,517.83,55,0.0,6500.0,600.096058,Normal_2,10.060341,-8.828061,-1.767618
981.886157,0.0,0.0,0.0,0.0,0,473.430801,3500.0,768.398403,Normal_2,-9.210957,7.186011,0.29417747
14.891634,0.0,0.0,0.0,0.0,0,116.193463,3000.0,0.0,Normal_2,-10.196386,0.31111288,13.344237
5.270593,69.57,0.083333,69.57,0.0,2,0.0,4000.0,411.825987,Normal_2,-5.9183474,-3.0941467,11.94462
314.675322,1310.9,1.0,838.76,472.14,35,0.0,10000.0,1425.2566,Normal_1,10.899646,-3.6314,5.135324
1271.429631,0.0,0.0,0.0,0.0,0,678.525863,1500.0,526.910053,Normal_2,-17.325891,8.599366,-0.44332862
97.389327,60.0,0.083333,60.0,0.0,1,0.0,12500.0,453.421982,Normal_1,6.057671,-0.71010095,11.73719
1597.521193,211.07,0.5,0.0,211.07,6,994.167915,5000.0,3187.854069,Normal_3,-3.198682,1.6338148,-3.6684895
10.118033,0.0,0.0,0.0,0.0,0,197.521871,1500.0,648.301187,Normal_2,-13.14685,4.338391,11.563768
103.629108,1106.62,1.0,866.22,240.4,25,0.0,6000.0,1343.893653,Normal_1,7.811026,-5.959685,2.2845201
993.027484,0.0,0.0,0.0,0.0,0,1586.612256,1200.0,2185.377456,Normal_3,-7.451587,9.648754,7.984331
1118.086877,128.8,0.166667,0.0,128.8,2,0.0,1200.0,277.766526,Normal_2,-14.21371,-1.8018383,-1.6177695
555.131027,1586.45,1.0,1111.6,474.85,51,0.0,5500.0,3219.285764,Normal_1,9.250626,-2.1549711,-0.102474876
3646.04461,0.0,0.0,0.0,0.0,0,949.437186,8000.0,975.508088,Normal_3,-1.1564301,10.4968815,-3.0512388
11.249863,137.84,0.166667,137.84,0.0,3,0.0,10000.0,234.444295,Normal_2,4.54263,-1.3654288,11.972314
108.548004,1099.19,1.0,885.97,213.22,25,0.0,4000.0,1181.316469,Normal_1,5.380898,-6.108634,0.17333286
601.68828,1358.2,0.8,468.33,889.87,26,0.0,1500.0,310.912113,Normal_2,4.3192406,-6.580856,-5.1437273
2529.016337,1040.74,1.0,0.0,1040.74,28,0.0,2500.0,1746.018537,Normal_1,7.708065,-4.672431,-10.00866
14.203161,117.0,0.333333,0.0,117.0,4,0.0,7950.0,346.311752,Normal_2,2.1455264,-4.7881,10.745366
3387.93956,391.14,1.0,0.0,391.14,15,987.378841,7000.0,889.86432,Normal_3,4.2255926,5.1984854,-4.6584287
3961.649658,2280.0,1.0,0.0,2280.0,12,0.0,4500.0,2216.561982,Normal_1,15.858812,-5.032857,-6.6252003
121.388989,783.83,0.416667,683.93,99.9,7,315.342982,7000.0,1778.900698,Normal_1,1.8533882,-4.5758896,7.670503
890.275144,435.14,0.166667,435.14,0.0,7,0.0,1800.0,3334.754054,Normal_1,-7.085938,2.4422271,4.1678095
1740.169093,276.72,1.0,0.0,276.72,15,0.0,1800.0,667.764492,Normal_2,2.9187264,-7.1587577,-12.372686
18.150347,119.8,0.333333,0.0,119.8,4,0.0,4500.0,297.276499,Normal_2,-2.1971843,-7.9818726,10.533818
2833.613641,1387.52,1.0,526.12,861.4,20,1442.587409,3000.0,1564.459934,Normal_3,5.020453,-0.33891493,-9.3171625
1547.714145,2476.31,1.0,804.4,1671.91,82,0.0,3500.0,4061.48987,Normal_1,13.270218,-0.063439384,-4.809399
144.346693,1976.32,1.0,859.79,1116.53,28,0.0,4500.0,1828.116915,Normal_1,11.321883,-4.596709,0.14724234
926.341558,45.65,0.083333,45.65,0.0,1,0.0,1000.0,1293.650192,Normal_2,-9.665905,3.3771124,5.6443944
1238.932482,280.09,0.916667,69.0,211.09,12,0.0,1500.0,1575.457164,Normal_2,3.8924408,-9.985078,-9.653381
1269.019947,445.46,1.0,0.0,445.46,13,0.0,2600.0,2875.999728,Normal_1,4.874972,-9.600563,-9.323849
1592.48626,1449.48,1.0,460.0,989.48,19,0.0,10500.0,1695.90191,Normal_1,12.882626,-4.771365,4.6704373
57.416262,685.0,1.0,0.0,685.0,12,0.0,1200.0,559.813964,Normal_2,10.475311,-15.251959,-8.460236
1058.369265,0.0,0.0,0.0,0.0,0,1353.576787,1500.0,1381.061656,Normal_3,-9.006875,9.519495,7.6164627
4803.122987,0.0,0.0,0.0,0.0,0,1692.520703,8500.0,1089.772516,Normal_3,0.082455456,11.705363,-3.7943594
3.122949,0.0,0.0,0.0,0.0,0,317.505521,2500.0,559.499889,Normal_2,-9.73614,1.4511952,12.37623
1053.639683,1027.01,0.583333,1002.8,24.21,8,314.032321,2200.0,1181.14154,Normal_2,-3.3095868,-5.17193,-1.1886374
80.55139,2132.7,1.0,914.0,1218.7,38,0.0,10000.0,1731.530778,Normal_1,12.51314,-3.0884752,4.2084346
1308.786637,0.0,0.0,0.0,0.0,0,99.670323,1500.0,528.262752,Normal_2,-19.715927,6.8057523,-2.7648857
874.203747,232.8,0.25,232.8,0.0,5,331.57572,3000.0,1473.641228,Normal_2,-7.9362063,2.3103094,2.1666713
1329.443468,0.0,0.0,0.0,0.0,0,1024.351429,1800.0,684.599962,Normal_3,-13.634165,10.184362,-0.838122
4372.395867,569.91,0.272727,569.91,0.0,5,520.844673,4500.0,1345.099869,Normal_3,-0.46050245,9.044217,-7.8055677
4473.439581,656.2,1.0,656.2,0.0,12,117.482021,4500.0,1481.910221,Normal_3,3.1130402,4.9010806,-6.7704873
1127.607606,0.0,0.0,0.0,0.0,0,271.093275,8500.0,662.387331,Normal_2,2.6449053,0.12090972,11.575336
1194.651852,322.29,0.916667,0.0,322.29,13,0.0,1200.0,482.355548,Normal_2,2.0683405,-9.152515,-11.862384
2929.747983,376.04,0.5,222.0,154.04,8,0.0,3000.0,1037.958748,Normal_2,-9.300071,-1.7009296,-8.916087
16.005542,151.33,0.166667,151.33,0.0,3,0.0,5000.0,450.83685,Normal_2,-3.1334023,-4.111344,11.905886
1020.292184,1788.1,0.833333,921.1,867.0,22,0.0,1500.0,492.184722,Normal_1,4.5750012,-6.180574,-4.6909695
4751.924842,1394.93,1.0,576.13,818.8,37,0.0,5000.0,2635.439016,Normal_1,8.403708,2.463234,-7.542172
2270.955171,25.26,0.083333,25.26,0.0,1,452.803657,3100.0,503.196519,Normal_2,-10.2427635,8.080533,-7.508205
2377.759245,0.0,0.0,0.0,0.0,0,943.90775,6500.0,4119.519203,Normal_3,0.21914425,7.6882067,5.973876
1473.902933,0.0,0.0,0.0,0.0,0,163.855122,1500.0,340.239419,Normal_2,-18.725803,7.8411336,-4.195594
1527.644591,0.0,0.0,0.0,0.0,0,210.417767,1700.0,540.406147,Normal_2,-16.693981,8.03896,-4.1129675
1611.475175,807.72,1.0,0.0,807.72,36,0.0,1500.0,1019.454819,Normal_2,8.082759,-5.74775,-8.110228
2021.641161,363.18,1.0,363.18,0.0,13,0.0,2000.0,704.24077,Normal_2,2.8344917,-5.2652454,-12.798199
102.228073,1074.29,1.0,249.21,825.08,21,0.0,5000.0,1075.317643,Normal_1,11.003143,-8.180829,0.37521055
1407.26415,151.64,0.090909,151.64,0.0,1,0.0,1500.0,337.890842,Normal_2,-14.11016,2.2987099,-1.865038
2158.419812,154.53,0.375,115.8,38.73,8,879.540473,2500.0,664.112193,Normal_3,-9.062326,-1.0036294,-7.1330523
1492.433396,99.75,0.083333,34.32,65.43,3,0.0,6000.0,2224.187609,Normal_1,0.097749665,1.4183036,10.576369
54.842927,105.0,0.083333,105.0,0.0,1,0.0,4000.0,329.582826,Normal_2,-5.9423113,-3.214057,11.985506
2125.107734,663.04,0.75,663.04,0.0,24,1953.192558,2500.0,560.757972,Normal_3,1.1465904,-1.1025063,-6.299364
102.832194,1067.85,1.0,669.21,398.64,21,0.0,10000.0,1480.49182,Normal_1,10.342825,-5.20987,5.616177
1628.609633,1340.83,0.666667,695.04,645.79,28,0.0,2000.0,586.263693,Normal_2,3.1928756,-5.101509,-5.2214975
1733.68291,100.0,0.083333,100.0,0.0,1,270.57595,1700.0,689.279807,Normal_2,-12.876368,3.3235471,-3.4158273
3541.960207,0.0,0.0,0.0,0.0,0,1853.517071,4000.0,789.692304,Normal_3,-5.81951,14.481319,-5.543366
1.420316,0.0,0.0,0.0,0.0,0,94.535691,1200.0,0.0,Normal_2,-14.566919,3.6264615,12.56432
2447.783112,431.96,0.583333,290.0,141.96,9,0.0,2500.0,740.165746,Normal_2,-8.768264,-2.1708107,-8.956607
94.280326,846.06,1.0,312.4,533.66,21,0.0,9000.0,922.71497,Normal_1,10.518768,-6.35764,5.789252
1628.591333,361.0,0.833333,0.0,361.0,20,291.278909,1800.0,1018.197785,Normal_2,-2.9176922,-7.872068,-7.8604636
396.667584,2559.41,0.5,2469.41,90.0,8,0.0,4000.0,827.889811,Normal_1,0.37121865,-1.1678526,0.9995065
248.243958,0.0,0.0,0.0,0.0,0,1423.527628,3500.0,181.018701,Normal_2,-9.386562,11.046989,3.4270608
109.417101,1219.85,1.0,878.7,341.15,23,172.656204,5000.0,2250.036431,Normal_1,6.789809,-6.274213,0.86101425
4624.411724,2537.67,0.916667,1774.91,762.76,39,0.0,7000.0,1045.881353,Normal_1,8.418653,3.753971,-3.4605334
491.605909,747.55,0.818182,0.0,747.55,9,0.0,2500.0,282.956764,Normal_2,1.3457018,-14.244871,-0.16366476
10.486808,241.27,0.083333,241.27,0.0,1,0.0,2500.0,557.897488,Normal_2,-9.169606,-2.6755767,8.627035
4402.354047,0.0,0.0,0.0,0.0,0,2117.809244,5000.0,1030.120113,Normal_3,-3.438143,14.779866,-5.6685266
30.859227,415.04,0.5,0.0,415.04,6,0.0,7500.0,485.108353,Normal_2,3.4785345,-7.081474,9.644668
112.87035,918.6,0.75,603.6,315.0,17,0.0,7500.0,1129.696171,Normal_1,5.2063355,-6.445452,6.31883
644.112226,638.61,0.583333,0.01,638.6,12,0.0,12000.0,2529.45977,Normal_1,8.706356,-4.1731906,9.876566
91.231825,736.91,0.583333,32.71,704.2,8,0.0,6000.0,960.373775,Normal_1,3.6802166,-9.181235,9.391422
915.717703,55.49,0.416667,0.0,55.49,7,0.0,1000.0,1221.513652,Normal_2,-10.105228,-6.818787,-2.9317122
1216.594927,878.64,0.75,757.8,120.84,20,155.804123,1200.0,654.24428,Normal_2,-1.7685013,-7.1723194,-6.179765
0.0,369.36,1.0,0.0,369.36,12,0.0,1500.0,431.443959,Normal_2,7.8938947,-16.147127,-6.361751
1276.941373,2196.54,1.0,1037.8,1158.74,44,0.0,1000.0,1410.009813,Normal_1,9.70277,-4.1465693,-5.7401986
86.694598,0.0,0.0,0.0,0.0,0,465.455995,1500.0,543.82992,Normal_2,-13.135624,5.0522594,11.506773
78.910866,828.14,0.416667,301.0,527.14,9,0.0,2600.0,903.603701,Normal_2,-3.8358426,-9.611002,3.835279
52.776167,508.94,1.0,508.94,0.0,12,0.0,3000.0,478.833594,Normal_2,5.776596,-14.1467705,-0.73631716
109.140973,319.62,0.666667,319.62,0.0,13,0.0,3500.0,597.96043,Normal_2,1.071634,-13.681838,7.1279154
2586.533933,400.0,0.083333,400.0,0.0,1,0.0,3000.0,886.663668,Normal_2,-8.711104,7.5968738,-7.9755507
2539.279598,820.42,0.666667,820.42,0.0,19,879.324856,3000.0,757.327536,Normal_3,0.86376256,-1.3060195,-4.7676644
