BALANCE,PURCHASES,PURCHASES_FREQUENCY,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,PURCHASES_TRX,CASH_ADVANCE,CREDIT_LIMIT,PAYMENTS
214.610294,496,1,0,496,12,0,2500,739.051121
4.620029,59.67,0.916667,0,59.67,11,0,3000,60.665896
32.779456,212.58,0.5,160.48,52.1,8,279.524631,1500,338.58363
2191.369256,1197.2,0.666667,869.06,328.14,13,0,4500,1643.269684
6.824905,0,0,0,0,0,1150.890874,1200,0
23.150437,0,0,0,0,0,3947.583198,4000,0
1893.611922,22746.81,1,15795.42,6951.39,140,0,18000,22558.28457
230.936733,0,0,0,0,0,1364.395327,3000,4024.820049
42.585012,534.26,0.333333,256,278.26,6,2395.944665,7000,3391.718043
1060.385693,5327.61,0.833333,5327.61,0,53,3467.977927,6000,8412.649548
867.728471,41.07,0.25,0,41.07,3,0,3000,1409.282903
8884.816576,1233.58,0.416667,1233.58,0,7,13674.24402,13000,5574.916601
77.273142,963.61,0.833333,0,963.61,14,0,3500,1218.480845
915.981419,2037.24,0.833333,1587.24,450,22,0,3500,411.176707
177.355165,1179.3,0.75,997.3,182,13,0,7500,815.01939
653.004882,2035.29,0.75,1259.58,775.71,29,0,9500,7590.280949
3322.31489,676,0.5,601,75,9,0,10000,867.587298
49.022296,480.27,1,0,480.27,37,0,2500,636.766732
5022.775729,2117.05,0.833333,1947.05,170,19,0,7000,1588.794697
2.451938,37.75,0.083333,0,37.75,1,0,4000,426.039083
39.977967,432.05,0.2,432.05,0,3,0,10000,1282.534281
247.063258,1448.74,1,0,1448.74,23,0,5000,1313.816616
1327.775159,534.93,1,0,534.93,38,114.667852,1500,578.744266
2372.842569,218,0.333333,218,0,4,0,6500,529.808323
2705.149599,328.61,0.333333,247.95,80.66,6,6790.012504,7000,4724.801558
92.782518,921.82,0.1,921.82,0,1,0,1200,4644.142145
4.398104,76,0.083333,76,0,1,0,1500,307.868817
9387.614011,0,0,0,0,0,7968.273359,12000,2202.134525
156.536773,1903.66,0.833333,1788.08,115.58,35,0,9000,2093.551911
233.393741,2346.94,0.916667,1829.5,517.44,39,0,4500,2029.208283
3597.728209,1043,0.583333,0,1043,7,836.723952,6000,1222.771295
2.549291,322.98,0.166667,322.98,0,3,0,9500,1210.429773
5630.793848,2743.66,0.75,2743.66,0,23,2638.893572,10500,1251.781578
1592.168416,0,0,0,0,0,15084.00852,4500,11382.3658
599.044829,6528.65,1,4859.87,1668.78,113,0,12000,5779.079513
5.801666,88.97,0.166667,33,55.97,2,0,2720,620.204737
31.876386,311.05,0.916667,311.05,0,11,0,6000,320.176291
41.620283,689.4,1,689.4,0,12,0,10000,718.15858
408.732898,0,0,0,0,0,4799.003911,5000,19666.29097
5.260527,263.16,0.416667,0,263.16,7,0,6000,385.107859
238.184435,2068.15,0.875,0,2068.15,7,0,4000,2143.223171
3437.033859,1858.7,0.583333,1858.7,0,18,3569.688273,9000,6062.441603
341.467517,3446.96,1,2831.62,615.34,46,0,10500,3273.239834
2500.029691,1103.5,0.333333,1103.5,0,8,804.71643,8500,617.471865
1.019189,87.02,0.083333,0,87.02,1,0,15500,0
6477.2996,0,0,0,0,0,2436.195048,11500,2480.091913
1037.653522,584.4,1,0,584.4,12,0,1200,572.911937
1134.726574,0,0,0,0,0,19.555003,1200,78.603131
1564.180333,942.22,1,773.6,168.62,36,397.71148,2200,2852.584209
55.58459,395.05,0.416667,150.05,245,6,0,5500,531.9538
61.109731,438.8,1,0,438.8,10,0,1500,367.594796
5.340221,35.97,0.083333,35.97,0,1,0,2000,83.093843
2593.115716,0,0,0,0,0,3553.203852,6000,2420.926404
12.40875,85.5,0.1,85.5,0,1,0,1500,414.010478
1548.224072,696.63,0.083333,696.63,0,2,0,1800,588.329981
1547.154381,0,0,0,0,0,39.346045,1700,438.446345
527.965041,2808.2,1,1332.96,1475.24,71,0,7000,2823.313675
998.231433,1622.23,1,872.26,749.97,54,0,2500,987.085976
5220.637076,2911.02,1,1647.3,1263.72,85,1992.386858,6000,2044.047768
395.81907,37,0.111111,0,37,2,0,2500,243.495592
1739.666192,0,0,0,0,0,2878.737758,4500,5130.543752
1382.168038,0,0,0,0,0,190.767997,1500,598.968477
11.047149,180.5,0.5,0,180.5,8,0,4000,269.952974
1121.833202,2940,1,750,2190,13,0,3500,1279.460209
1222.083116,1492.21,1,722.91,769.3,27,0,7000,1409.156293
3850.206279,2434.5,0.5,2372.1,62.4,22,6742.419844,9000,6120.323572
51.640786,434.72,0.583333,99,335.72,9,0,4500,998.961098
621.386746,178.83,0.285714,178.83,0,4,913.392266,1200,96.011391
1096.949604,227.55,0.083333,227.55,0,2,0,2500,397.836763
75.039332,588.05,0.166667,588.05,0,5,0,9000,707.386471
939.102758,0,0,0,0,0,3470.939551,4000,501.827788
2321.846501,2675,0.666667,2675,0,22,2357.962605,2500,5458.081568
4010.621974,40040.71,1,24543.52,15497.19,358,0,18000,33994.72785
139.511394,1247.75,1,137.84,1109.91,31,404.441902,5000,2017.650301
25.698927,244,1,0,244,16,197.3778,7000,383.150843
1856.590921,0,0,0,0,0,2622.293367,3000,2356.790318
18.776309,59,0.166667,59,0,1,0,1200,127.623057
2596.455261,0,0,0,0,0,1689.711942,3000,714.50351
6619.14864,35.92,0.083333,0,35.92,1,0,13500,2071.643344
317.657562,4398.35,0.916667,4398.35,0,47,0,16500,4028.380624
6912.431438,1483.9,1,1483.9,0,12,4848.111338,14500,2701.466431
12.00682,126,1,0,126,12,0,3000,171.837196
173.940108,958.5,0.3,958.5,0,6,404.991463,16000,3213.848412
661.199437,150,0.083333,150,0,1,1344.227865,2500,290.372365
12.659909,5252.04,1,2501,2751.04,40,0,7350,4086.011768
2425.836071,3502.99,1,2968.85,534.14,74,0,7000,3871.983102
27.263365,231,0.916667,0,231,11,0,5000,174.589426
208.19101,2395.88,1,1516.09,879.79,63,0,5000,2131.759516
12.654903,120,0.3,0,120,3,0,4500,291.598507
1727.333496,560.75,0.454545,168.65,392.1,11,0,2500,509.825296
1727.295159,719.76,0.583333,626.53,93.23,12,0,1800,724.437944
801.110294,4276.89,1,1734.5,2542.39,58,0,7500,4750.947157
144.129221,949.59,0.5,272,677.59,11,0,4000,999.711434
1497.129794,2571.48,0.833333,1867.92,703.56,26,0,2500,3177.11973
1770.072581,0,0,0,0,0,781.616559,2500,1390.781416
43.124063,491.43,0.545455,491.43,0,7,0,2100,714.720575
200.971458,569.68,0.333333,291.7,277.98,10,0,4000,311.300085
3.574463,576,1,0,576,12,0,1000,498.788091
5086.333429,548.89,0.166667,548.89,0,3,7298.31132,8500,7327.589749
1469.212816,220.69,0.454545,64.09,156.6,6,0,2000,416.172003
80.054576,315,0.083333,315,0,1,0,300,1054.977467
249.140601,655.94,0.75,223,432.94,17,0,10500,907.604425
505.313231,4471.79,1,2875.13,1596.66,74,298.025242,14500,4393.043928
396.419487,4349.34,0.916667,4349.34,0,14,0,5000,4381.453625
5858.617133,2761.41,1,2484.65,276.76,24,0,11000,1919.207449
1790.707374,1368,0.083333,1368,0,2,2126.381193,3500,672.614794
2006.218006,4572.63,0.5,3484.5,1088.13,28,0,6500,1670.202477
4609.210475,335,0.166667,335,0,2,0,6000,6344.618447
123.089579,1150.78,1,1127.78,23,81,0,14500,1035.0287
3950.9879,699.44,1,699.44,0,13,444.077396,4000,994.405792
2628.511837,273,0.583333,273,0,7,342.874785,7500,4613.45321
31.473181,220.5,0.083333,220.5,0,2,0,3750,1199.475254
421.475963,2218.26,0.916667,0,2218.26,11,0,4500,2031.739917
5561.206188,1120.29,0.666667,965.09,155.2,19,0,6000,2013.621078
2138.185971,45.65,0.083333,45.65,0,1,0,2500,728.892219
275.956562,1943.1,0.333333,1644.79,298.31,10,0,1800,5018.330901
2894.348509,657.71,1,310.7,347.01,21,3384.772636,3500,3166.765636
15.173238,316.91,0.666667,316.91,0,6,0,11000,348.334373
541.240795,5999.95,1,4104.58,1895.37,97,0,16000,6850.328106
1426.870236,0,0,0,0,0,98.687898,1500,324.97095
373.243163,3603.23,0.75,3603.23,0,24,0,6000,4752.699763
3892.352781,6068.82,0.75,5368.71,700.11,61,1806.05694,7500,4417.82569
1172.344218,454.21,0.916667,0,454.21,21,0,1000,447.202927
1786.846869,0,0,0,0,0,9177.926262,6000,4203.245105
272.7004,3298.55,0.833333,2520.55,778,33,0,16000,3629.836534
68.845891,853.44,0.25,603.84,249.6,4,0,11500,789.202649
120.964472,0,0,0,0,0,916.399522,1200,997.765267
2415.412234,3313.65,1,1938.44,1375.21,55,843.735376,8500,858.81107
50.435246,553.73,0.5,553.73,0,8,0,13000,371.23017
1094.221693,35,0.083333,35,0,2,18.804195,1200,348.094372
2249.731727,2598.54,1,1941.08,657.46,31,0,9000,1152.945008
3007.093879,0,0,0,0,0,2374.346946,3500,878.602529
3143.23132,255.08,0.416667,129.52,125.56,11,0,5500,734.825068
1392.814234,845.51,0.416667,773.17,72.34,7,0,1700,622.228025
7994.33168,224.51,0.916667,0,224.51,11,694.278513,13000,1885.941844
3661.051976,764,0.166667,515.45,248.55,13,1203.317833,9000,872.241096
910.682404,0,0,0,0,0,1435.307385,1500,1687.978206
779.500096,689.4,1,689.4,0,12,0,7000,1663.032141
245.199649,2241.84,0.916667,2241.84,0,27,0,6000,2033.297863
1279.305202,2071.7,0.5,2071.7,0,22,2684.141722,2500,2792.076889
57.862875,579,0.25,0,579,6,0,5000,2124.54787
1200.435451,886.56,1,661.56,225,15,0,1200,1118.707982
1152.710352,1392,1,1062,330,16,0,9500,1147.368802
2767.251585,0,0,0,0,0,993.847669,6000,790.443616
3013.581545,0,0,0,0,0,218.091392,3000,729.037137
363.344239,665.86,0.833333,234.98,430.88,34,0,4000,1734.889908
4657.477375,237.52,0.25,237.52,0,3,1271.94319,4500,1613.851352
341.456099,2091.44,1,1242.9,848.54,38,0,3000,2252.250986
7656.390367,0,0,0,0,0,2678.769331,8000,2020.91393
5729.703345,265,0.090909,265,0,1,3543.64492,14000,11707.95352
0,300,0.857143,0,300,6,0,2500,0
6733.58763,280,1,0,280,12,3048.091637,11000,1713.576478
4359.126852,0,0,0,0,0,647.542041,4500,972.402021
18.898762,212.5,0.333333,0,212.5,7,0,1000,275.063898
325.47428,3030.4,1,1358.32,1672.08,76,92.358043,3000,3117.11898
162.905422,1600,0.666667,0,1600,8,0,6000,2733.152899
80.363442,2370.44,1,47.5,2322.94,63,0,1500,2373.35922
5924.719712,246.56,0.25,246.56,0,4,6603.192752,12000,2294.481074
5161.854898,4542.33,1,4051.67,490.66,105,0,7500,3376.37909
319.388468,1674.9,1,689.23,985.67,24,0,7500,1907.796411
61.976914,401.63,0.5,401.63,0,7,0,6000,806.587482
5608.513514,0,0,0,0,0,4362.927953,11000,1648.391392
661.135323,568.81,0.75,141.69,427.12,10,618.55338,1700,239.759567
130.977369,527,0.416667,415,112,6,0,7500,493.086038
831.404268,0,0,0,0,0,5579.552147,3500,8450.958983
2153.498372,5428.77,1,3064.59,2364.18,45,2399.569867,12500,4059.3757
7886.875682,968.26,0.916667,734.32,233.94,35,3528.821853,9500,2016.609163
148.826903,3386.58,0.583333,3386.58,0,16,47.494639,16500,4474.571671
15.730229,163.24,1,55,108.24,13,0,1200,179.844127
177.268927,429.88,0.25,429.88,0,4,0,7000,1590.946442
20.933565,295.32,0.333333,0,295.32,8,0,3000,315.301272
920.872172,296.64,0.555556,130,166.64,5,944.088231,1200,119.369967
4240.449485,2798.36,0.428571,2798.36,0,4,48.46298,4500,539.231042
4427.994044,1039.49,1,876.49,163,29,621.991582,11500,1110.44826
187.2126,1807.08,1,967.08,840,19,0,10000,1681.194004
9680.188434,0,0,0,0,0,2034.051299,12000,2428.847512
1186.928037,2178,1,1546.5,631.5,28,0,7000,2565.252377
85.053515,1244.7,1,1018.98,225.72,20,1073.640822,16000,2326.997535
2054.372848,833.28,1,0,833.28,24,0,4000,1020.782939
60.835983,1151.45,0.416667,0,1151.45,5,0,4000,1499.855842
1438.46998,0,0,0,0,0,88.409075,1500,298.435921
5745.78949,0,0,0,0,0,965.726556,13500,1684.800793
746.693629,615.2,1,0,615.2,16,0,1000,1693.123192
4183.877488,353.75,0.833333,0,353.75,19,4137.147297,9000,8713.847904
1140.787563,2796.54,0.833333,2096.49,700.05,15,0,4500,2139.874585
281.469522,2500.03,0.916667,2170.26,329.77,25,0,12000,2463.043567
73.507271,890.45,1,890.45,0,17,0,8500,999.607298
2297.696272,2764,0.416667,2590,174,9,284.17727,6000,651.887762
1064.037564,55.52,0.4,0,55.52,4,0,4000,2427.690302
2792.534256,9661.37,0.416667,9661.37,0,12,0,8500,6000.763458
606.246031,3876,0.833333,2380,1496,21,914.843621,6500,1745.666361
65.253182,1027.41,0.25,1027.41,0,7,0,6000,1558.234063
73.532797,1185.3,0.333333,661.3,524,6,215.945221,2500,1558.325533
23.956905,186.05,0.416667,186.05,0,7,0,16500,410.798862
4098.215967,0,0,0,0,0,1665.296793,7500,922.08551
1916.470203,380,0.5,0,380,6,0,8500,577.247923
21.639571,191.7,0.666667,0,191.7,16,0,7000,3692.246322
841.398158,860.2,0.75,264.35,595.85,16,0,15500,1198.790549
3857.747562,777.92,1,391.45,386.47,39,274.019905,6500,5845.78102
1920.231187,167.08,0.166667,167.08,0,2,132.902662,2300,625.532634
304.664917,2601.67,0.666667,2508.57,93.1,18,0,4000,2875.007088
1.753241,0,0,0,0,0,390.92983,3000,704.789521
1.599053,188,0.083333,188,0,1,149.167024,3000,356.465959
7422.444145,148.29,0.083333,148.29,0,2,9313.095186,9000,2299.218749
198.31397,487.61,0.166667,487.61,0,8,0,3000,90.1719
2712.176691,0,0,0,0,0,1835.81077,3000,659.76111
14.434808,237.48,1,0,237.48,12,0,2500,216.922698
1376.24407,0,0,0,0,0,501.208665,1500,685.228947
164.684836,622.9,0.545455,622.9,0,7,464.882608,3000,825.929531
2837.112414,0,0,0,0,0,99.965503,8000,660.781751
931.047119,494,0.333333,444,50,7,0,4000,415.139393
438.753147,1252.1,1,1057.1,195,21,0,6500,867.534492
364.398745,1087.66,0.916667,561.06,526.6,22,0,3000,763.738703
2135.365916,0,0,0,0,0,1884.671403,3000,565.655851
27.164388,554.35,1,464.63,89.72,16,0,3000,446.722613
468.693449,4930.68,1,4012,918.68,40,0,12000,4552.742211
1080.956258,386.78,0.333333,386.78,0,7,2208.470306,2600,3078.374295
2849.47477,574.92,1,0,574.92,12,0,2500,3909.150905
584.287125,0,0,0,0,0,918.151142,1000,1029.191073
3304.829014,2577.7,0.583333,2577.7,0,23,0,5000,1411.392046
39.665224,265.92,0.916667,0,265.92,11,0,2000,295.676965
83.279708,899.73,0.333333,899.73,0,5,0,8000,1846.833247
227.636073,3050.64,1,1070.12,1980.52,46,0,8000,2597.767395
928.666372,0,0,0,0,0,1148.992175,1000,1374.841601
57.764354,454.2,0.5,0,454.2,15,0,10500,712.993271
116.626679,533.99,0.916667,178.8,355.19,32,0,4000,606.890738
8787.333948,0,0,0,0,0,7446.549595,12000,1919.111579
4007.32326,3333.95,1,1317.01,2016.94,91,513.286838,6000,6967.667428
972.665818,10549.19,1,9180.41,1368.78,248,0,9000,10114.18854
697.525591,462.38,0.5,45.65,416.73,12,345.3272,1000,134.938594
4279.153917,1006.17,0.3,1006.17,0,9,0,7500,836.921157
920.922411,1227.93,0.916667,459.55,768.38,15,0,8500,2219.82375
3308.148118,3767.75,0.916667,160,3607.75,84,2567.221138,3000,3396.558042
19.945714,170,0.083333,170,0,1,0,6500,734.613034
868.98325,1104.65,0.416667,1104.65,0,8,1180.074937,1800,1962.562543
0.001214,0,0,0,0,0,39.610415,7500,231.081616
311.357,2283.07,0.666667,2283.07,0,18,0,9000,2395.548466
21.986298,568.78,0.416667,208.78,360,10,0,3800,1448.573986
1245.890862,5380.3,0.833333,3976.99,1403.31,32,0,4500,6133.623121
867.444685,8751.49,1,6206.99,2544.5,63,0,4000,8622.953253
8625.355309,1945.95,0.833333,0,1945.95,50,8004.403258,12000,3732.923009
31.973194,94.53,0.083333,94.53,0,2,0,2100,114.614967
112.973151,0,0,0,0,0,152.483846,6000,552.938783
1337.162883,4544.48,0.75,2384.44,2160.04,25,0,7500,3394.95009
1738.553751,0,0,0,0,0,90.195376,1800,440.33622
449.556041,143,0.083333,143,0,2,1135.028534,5000,4723.998143
1227.548135,322,0.583333,0,322,13,0,1000,133.36143
48.213487,403.1,0.666667,403.1,0,8,0,7000,341.196389
58.949864,2074.57,0.916667,998.17,1076.4,25,0,6000,1694.490864
1367.479599,12375,0.75,0,12375,9,0,16500,15246.11594
2920.392514,2673.73,1,1221.6,1452.13,59,5573.509394,15000,3319.325665
6462.461789,479.98,0.083333,479.98,0,1,6700.497558,10500,2373.476104
1887.119184,2450.73,0.583333,1450.73,1000,13,0,4200,1534.31902
67.32184,685.15,1,567.65,117.5,20,0,9000,526.120039
912.857498,831.03,0.571429,93,738.03,8,0,5500,95.682798
961.391452,3783.25,1,2991.45,791.8,38,0,11000,1906.997697
1455.84622,592.82,0.75,450.49,142.33,15,433.604875,1500,1226.999404
44.687434,679,0.333333,620,59,5,0,3750,717.927436
7103.925375,220.74,0.25,0,220.74,3,5315.271763,10500,2070.710343
2337.713483,773.7,0.833333,773.7,0,20,0,9500,1004.760912
619.375758,6133.45,1,5932.61,200.84,129,0,7000,5505.517545
1168.007346,539,0.545455,39,500,6,0,8500,946.105536
556.359504,1111.12,0.833333,0,1111.12,10,0,2500,1248.404553
8151.985277,25615.07,1,25122.77,492.3,56,0,17000,17575.20083
1.198223,317.02,0.916667,149.97,167.05,30,0,6000,304.637365
2492.985289,74.5,0.083333,0,74.5,1,751.596843,2500,1577.510657
11431.78621,0,0,0,0,0,8641.998958,14500,3967.893848
4116.869029,0,0,0,0,0,5884.641102,10500,7310.396611
1117.368286,972.38,1,0,972.38,21,0,1900,667.050505
5705.19862,942.68,0.181818,942.68,0,2,2432.714654,9000,10909.20512
916.63778,4627.8,1,2742.39,1885.41,89,0,16500,6083.511913
63.685705,690.84,1,0,690.84,24,0,2500,676.624615
965.605202,215,0.25,215,0,3,0,1000,398.080493
173.658581,1210,1,0,1210,8,0,1000,977.652258
4.382924,130.24,0.083333,0,152.24,0,0,14000,28988.97388
1708.478796,1406.14,1,993,413.14,27,0,6500,449.234708
222.321892,2417.54,0.75,1709.14,708.4,17,0,8500,2222.490788
465.033038,247.36,0.25,247.36,0,2,5291.769326,8500,506.365178
6138.163709,0,0,0,0,0,7193.574138,11500,1337.056317
668.102701,4943.92,1,2300.09,2643.83,52,0,7000,4869.034025
4146.527042,178,0.083333,178,0,1,764.579554,8500,911.108606
1687.08958,5094.17,1,4568.17,526,70,0,8000,3606.985963
1995.089853,8335.69,1,7400.85,934.84,69,0,7000,3348.095046
1818.447016,413,0.454545,333,80,7,1819.479671,2000,757.096312
33.225168,655.15,1,595.42,59.73,16,109.490343,500,736.122329
1060.736973,0,0,0,0,0,2495.298926,3000,3812.753505
129.613905,1083.04,0.333333,1083.04,0,10,0,5500,1958.462851
262.106758,2625.84,1,2625.84,0,38,0,4500,2489.949174
27.694103,474.96,0.333333,0,474.96,7,0,7500,611.396021
294.381106,828,0.6,0,828,6,0,1000,542.108571
1895.786893,2131.31,1,510.65,1620.66,29,0,5500,1095.198415
2550.528085,0,0,0,0,0,3155.857852,3000,674.847656
2475.660894,440,0.272727,440,0,3,0,10500,511.059528
1499.19943,3245.23,1,2870.33,374.9,51,0,8000,2961.631164
3181.996689,2046.06,1,1605.62,440.44,27,565.897178,10400,9801.637331
39.761286,2858.26,1,1027.72,1830.54,40,0,7500,3327.955123
22.794308,12,0.083333,12,0,1,0,1600,119.909635
2118.52034,0,0,0,0,0,4675.289021,4000,1420.257435
2629.928623,2830.88,0.916667,2019.76,811.12,62,95.275458,4500,4889.053647
1057.585071,1008.3,0.916667,1008.3,0,15,0,1200,1083.253347
180.315352,1642.26,1,446.32,1195.94,24,47.031268,7000,1609.27261
2402.800575,0,0,0,0,0,481.288304,7000,3590.813278
3241.29164,1119.56,1,0,1119.56,13,4755.162871,12500,1441.367488
5868.206909,911.56,0.833333,683,228.56,45,5761.320083,9000,1068.212206
937.434519,1124.88,0.416667,1085.63,39.25,9,0,2500,993.196174
4804.072481,0,0,0,0,0,1116.128466,5000,1589.654582
1177.125233,8190.9,1,6949.66,1241.24,56,0,5000,7007.797351
4393.185874,0,0,0,0,0,10725.50074,8000,5943.975673
1695.84301,317.4,0.25,64.9,252.5,5,215.132661,1800,708.699641
1830.571451,737.67,0.25,737.67,0,5,1781.484344,2000,2338.783266
167.505508,1219,0.75,843,376,21,0,4500,1989.674433
1075.401912,150,0.083333,150,0,1,0,1200,224.135558
392.992722,508.32,1,0,508.32,36,0,1500,168.998137
136.743106,1466.05,1,1344.79,121.26,21,0,6000,1519.011448
2619.752921,3563.07,0.916667,2675.63,887.44,69,0,4500,1227.952887
432.385707,2171.86,0.833333,1048.28,1123.58,20,138.67751,1200,1980.281176
4.392146,47.96,0.166667,0,47.96,4,0,3000,250.20211
109.681353,2118.66,0.916667,0,2118.66,17,0,3000,2272.075479
632.679411,1363.79,0.75,800,563.79,16,0,6000,2432.980638
3145.204423,3613.83,1,2752.76,861.07,19,0,5700,1241.075833
5925.82931,0,0,0,0,0,468.344852,6500,1402.586222
5227.616927,0,0,0,0,0,3819.594336,5200,4995.602345
3019.914063,0,0,0,0,0,397.601082,3300,626.302973
26.485924,256.44,0.666667,0,256.44,12,0,1500,235.328971
950.717606,0,0,0,0,0,1304.763283,1500,1441.710359
75.012641,480.02,0.083333,480.02,0,1,0,1950,485.738057
3156.418686,3471.99,1,2447.99,1024,57,1037.733925,4000,2482.014766
1229.938869,699.96,0.333333,412.47,287.49,9,0,2250,1333.446631
1589.41431,118.79,0.416667,118.79,0,5,2176.940929,4000,349.53025
1106.557102,1342.86,0.333333,1149.91,192.95,13,3249.314496,6500,4421.574277
588.795215,4116,0.5,0,4116,12,0,21500,8130.112361
4627.588589,1774.46,0.583333,1774.46,0,12,0,5200,864.174924
2766.561266,1469.05,0.333333,1469.05,0,29,1585.242991,3000,591.132016
5363.715074,118.41,0.083333,118.41,0,1,4344.905863,7000,1965.92346
2963.244696,0,0,0,0,0,5713.47546,7000,6310.629888
211.84382,2176.55,0.583333,1043.31,1133.24,45,0,8000,1826.642642
903.031624,494.7,0.833333,0,494.7,10,1111.69,1000,2210.461973
793.713659,1307,0.166667,1307,0,1,0,3000,1533.10785
8281.348085,4231.12,1,3101.11,1130.01,43,0,10500,2856.165405
100.904785,1281.44,1,1202.44,79,31,0,12000,1271.161266
140.741786,1547.68,1,1459.59,88.09,27,0,7500,1157.317558
3947.749703,525.65,0.333333,525.65,0,7,7714.493122,10000,918.584591
1981.929376,145.8,0.833333,0,145.8,10,0,6000,2803.926679
975.946428,1572.42,1,783.03,789.39,34,1910.395479,1700,4024.595117
2807.729258,0,0,0,0,0,109.708511,3000,616.424424
2613.123168,0,0,0,0,0,609.316112,3000,592.143167
6.576315,74.49,0.25,0,74.49,3,0,4000,45.19561
778.475416,353.52,0.666667,158,195.52,10,1183.478018,1500,219.322142
7170.30572,3109.28,1,2724.52,384.76,48,2560.207055,9500,2055.673322
1579.158781,4175.25,1,2095.35,2079.9,50,0,8000,1980.952607
131.459201,705.84,0.916667,0,705.84,11,0,13500,669.589
1764.520491,100,0.083333,100,0,1,440.715034,3000,3815.758864
1787.535327,0,0,0,0,0,5566.777503,7500,4592.708912
2769.640442,738.06,0.5,738.06,0,8,1273.269924,4500,740.45306
0,88.62,0.583333,0,88.62,7,0,3500,58.761299
774.709467,462,1,0,462,24,864.137815,6000,703.328852
4533.066139,0,0,0,0,0,256.722556,8000,1588.74192
3044.194951,934.21,0.75,112,822.21,38,75.711826,3000,1268.702405
1101.085631,0,0,0,0,0,164.836712,1200,270.956427
18.218714,89,0.083333,0,89,1,0,4000,1095.921001
7.472301,80,0.166667,0,80,2,0,3000,168.885534
1258.079397,1242.46,1,778.61,463.85,33,1145.724422,4500,3169.465442
497.787017,114.54,0.083333,114.54,0,1,1573.646488,1000,2060.33172
8767.5693,0,0,0,0,0,4582.065405,9000,1824.244866
843.357393,45,0.083333,45,0,1,0,2000,304.408605
1080.667451,3895.67,1,697.85,3197.82,49,135.404437,6500,2571.280305
2945.285382,185.98,0.416667,55,130.98,9,0,3000,1009.97564
3608.548972,1664.02,0.5,1620.6,43.42,15,3899.963528,5000,1043.772722
1209.733106,1298.56,1,169.9,1128.66,47,0,1200,1558.812198
21.664126,271.86,1,30,241.86,12,0,4000,263.919053
27.832009,366.6,1,0,366.6,12,0,5000,364.834065
1247.384513,405.5,0.5,138.5,267,12,0,6500,1131.607754
1052.127315,354.48,1,0,354.48,12,0,1000,571.417096
110.400892,486.72,1,0,486.72,12,0,1000,278.441988
3232.346639,0,0,0,0,0,172.063782,3500,664.715954
498.355964,2434.7,1,931.7,1503,27,0,4500,4242.383449
2774.249582,21802.6,1,21802.6,0,72,1771.824164,13000,22350.29247
2332.392373,306.36,0.25,0,306.36,3,0,7000,670.376849
3630.771485,0,0,0,0,0,10519.48252,9000,5171.793236
4676.575915,453.64,0.333333,0,453.64,4,1984.010422,8000,1274.301021
39.477741,325.66,0.333333,325.66,0,7,0,1000,288.039256
8.04034,176.85,0.166667,176.85,0,4,0,6000,266.209837
83.004246,726.89,0.833333,482.51,244.38,23,0,3000,666.292539
197.02206,3824.78,1,1722.51,2102.27,80,0,3000,3458.142743
223.818492,1702.42,0.916667,725,977.42,12,0,7300,1913.220366
2270.429964,8257.26,1,6367.49,1889.77,139,4134.316549,13000,12080.20143
341.379209,426.92,0.416667,426.92,0,13,36.144056,3000,595.682302
103.393689,0,0,0,0,0,1820.800715,3000,0
1050.527038,8880.59,1,2269.45,6611.14,64,0,8500,7713.262155
1033.394656,262.44,0.666667,0,262.44,8,888.915071,2000,569.731828
0,2600,0.083333,2600,0,1,0,6000,2437.260081
5805.32079,1724.75,0.833333,1638.97,85.78,29,1878.058967,7500,1351.901655
167.35668,288,0.083333,288,0,3,189.705758,6000,292.213876
5942.683036,976.45,0.583333,897.45,79,15,1963.562252,9000,1659.876332
5559.733773,930,0.416667,0,930,13,3639.817554,7500,2519.858893
2650.518784,503,0.5,128,375,6,0,3000,1229.096798
0.126562,0,0,0,0,0,47.222001,1200,119.790593
1.343207,19.08,0.166667,0,19.08,2,0,7000,170.180973
1229.397644,11414.48,1,6754.38,4660.1,176,0,9000,9686.614183
1163.790341,517,0.272727,517,0,12,0,1200,541.21958
2000.797758,1037.5,0.416667,0,1037.5,5,0,7500,1864.665644
8809.504736,25378.36,1,20646.07,4732.29,136,0,14500,25825.32482
82.803156,756.68,1,597.35,159.33,14,0,4000,699.109729
343.674421,452.07,0.166667,452.07,0,3,522.525877,1700,51.461732
171.616134,4996.17,0.833333,4726.17,270,35,0,4500,4736.750346
417.841508,311.86,0.5,0,311.86,7,0,3000,802.93759
97.917955,824.31,0.916667,0,824.31,27,0,7500,702.365795
6.08697,333.24,1,0,333.24,12,0,1500,224.061597
1.600479,513.24,1,0,513.24,12,0,2500,363.735397
70.457831,1146.59,0.666667,650.78,495.81,14,0,4500,904.796957
1160.206649,1600,0.3,1400,200,5,0,2000,876.757279
4060.966003,823.1,0.5,407,416.1,13,0,11500,3347.328701
2714.595164,666.1,0.916667,75,591.1,18,296.922557,8500,2055.474721
1212.812748,397.44,1,0,397.44,12,0,2000,1738.449943
48.822128,537.51,1,0,537.51,12,0,1000,478.875501
694.202818,0,0,0,0,0,1087.082047,1200,1721.925721
3478.592472,0,0,0,0,0,3757.973335,4000,611.537657
1191.662907,979.92,0.75,849.92,130,18,0,4350,278.328435
1552.772103,34.74,0.1,34.74,0,1,185.374726,3000,3125.652785
